id,App,sizeInMB,price,RatingNum,Rating,ver,Category,sup_devices.num,lang.num
686542963,Sonic & All-Stars Racing Transformed,1065.309,0.0,9109,4.0,2.0,Games,38,7
686910560,UC浏览器HD,57.021,0.0,78,4.0,3.0.1.776,Utilities,24,1
687421118,buddhify - modern mindfulness for busy lives,272.120,4.99,501,4.5,2.6.9,Health & Fitness,37,1
687792357,Squaready for Video - Convert Rectangle Movie Clip into Square Shape for Instagram,37.097,0.0,778,3.0,1.5.0,Photo & Video,37,2
687877464,Stop - Fun Categories Word Game,99.707,0.0,8516,4.5,3.2.11,Games,38,6
687888390,République,3478.044,1.99,7078,4.5,5.03,Games,37,1
688285246,Doom and Destiny,157.037,2.99,725,4.5,1.8.3,Games,38,1
688319243,PicLab Studio - Creative Editing & Graphic Design,51.442,2.99,20200,4.5,2.10,Photo & Video,37,1
688831692,Facetune for iPad,69.290,5.99,1718,4.5,2.6.3,Photo & Video,24,12
688983474,IQ Test - Pro Edition,63.821,2.99,529,4.5,5.7,Games,37,1
689165391,"Hopster: Kids TV, Nursery Rhymes, Music, Fun Games",253.340,0.0,58,3.5,3.12.4,Education,37,2
689180123,腾讯欢乐麻将全集,247.396,0.0,205,3.5,6.8.92,Games,43,1
689859603,SlideStory - Create a slideshow movie and a snap video,52.160,0.0,220,4.5,1.5.7,Photo & Video,40,9
689936776,Toca Cars,92.686,2.99,1238,4.0,1.0.5,Education,40,18
690016261,Mimpi,249.898,0.0,816,4.5,1.0.4,Games,40,1
690106176,Daniel Tiger’s Day & Night,511.209,0.0,314,3.5,1.0.3,Education,40,1
690215614,Disneynature Explore,419.762,0.0,202,4.0,1.0.0,Entertainment,38,2
690602681,JD Sports,84.490,0.0,18,4.0,5.3.1,Shopping,37,8
690802539,ABC Ninja - The Alphabet Slicing Game for Kids,18.074,0.99,172,4.0,3.0,Education,37,1
690852527,Cascade: Fun Spin and Match Puzzle Game,94.284,0.0,60488,4.5,1.8.6,Games,38,7
691025552,Font Candy+ Typography - Editor Add Text To Photos,96.941,2.99,9021,4.5,5.0,Photo & Video,37,9
691102150,Octagon - A Minimal Arcade Game with Maximum Challenge,29.129,1.99,1072,4.5,3.1,Games,40,1
691121579,AdBlock,18.291,1.99,1477,4.0,2.8.2,Utilities,37,11
691617940,Nowait Guest,82.055,0.0,1625,3.0,3.1.14,Food & Drink,37,1
691797987,Google Play Music,78.866,0.0,10118,3.5,3.26.1007,Music,37,32
692412579,Frozen Free Fall,259.849,0.0,50593,4.5,5.2.1,Games,37,9
692669501,Castle Clash: Brave Squads,298.195,0.0,47963,4.0,1.8.0,Games,40,11
692717444,Assassin's Creed Pirates,739.320,0.0,23895,4.5,2.9.1,Games,38,13
693045097,Lost Echo,585.492,2.99,684,4.5,1.9.12,Games,40,11
693689912,IXL - Math and English,113.199,0.0,3546,3.0,3.3.8,Education,24,1
694047660,"Budget- Expense Tracker,Bill Reminder,Debt Manager",135.149,0.99,173,4.5,2.13.1,Finance,38,11
694133485,Capital One for iPad,88.225,0.0,21858,4.5,2.8.0,Finance,24,1
694133630,Piano - Play Keyboard Music Games with Magic Tiles,112.337,0.0,1636,4.5,1.23,Music,37,22
694164275,Quik – GoPro Video Editor to edit clips with music,201.553,0.0,28654,4.5,4.0.1,Photo & Video,37,15
694580816,myCANAL - la TV by CANAL en direct et replay,75.954,0.0,118,4.5,2.2.1,Entertainment,37,1
694647259,ProCamera.,92.046,4.99,1525,4.5,10.3,Photo & Video,37,10
694695717,ULTRA4 Offroad Racing,88.016,1.99,205,3.5,1.02,Games,40,1
694972182,Ace Fishing: Wild Catch,214.192,0.0,65831,4.5,2.5.4,Games,40,14
695108484,Icycle: On Thin Ice,78.869,2.99,2347,4.5,2.0.3,Games,38,6
695187101,3D Anatomy,80.953,3.99,91,4.5,3.0,Medical,43,1
695948278,War Commander: Rogue Assault,171.442,0.0,3858,4.5,2.15.2,Games,37,46
696450432,Electric RC Sim,68.633,2.99,209,4.5,1.4,Games,39,1
696565994,Shadow Fight 2,138.010,0.0,99206,4.5,1.9.29,Games,40,1
697927927,Calendars 5 - Daily Planner and Task Manager,73.288,6.99,11768,4.5,5.10.5,Productivity,37,9
697996579,Flick Kick Football Legends,104.353,0.0,11250,4.5,1.9.83,Games,38,12
698054232,Chatous - Chat with new people,98.282,0.0,1609,3.0,3.8.10,Social Networking,37,11
698154775,Fitness and Bodybuilding by VGFIT,63.405,0.99,364,4.5,5.3.1,Health & Fitness,38,15
698255242,Geometry Dash Lite,65.877,0.0,370370,5.0,2.11,Games,37,1
698925807,QR Code Reader by Scan,12.145,0.0,1452,4.5,1.7,Utilities,38,14
699687299,Feed Me Oil 2,68.307,0.99,296,4.0,1.3.6,Games,38,10
700227648,Race The Sun,144.464,4.99,602,4.5,1.02,Games,25,1
700440156,Articulation Test Center Pro,166.643,59.99,29,4.5,2.6,Education,24,1
700513526,TunesFlow - Music Player with Equalizer,13.750,3.99,63,4.5,2.0.16,Music,37,3
700637744,Deemo,2116.984,1.99,15855,5.0,3.0.5,Games,38,1
700653178,Pocket Troops,491.147,0.0,1005,4.5,1.21.0,Games,38,7
700793523,Pandemic: The Board Game,69.594,2.99,1259,4.5,1.2.5,Games,38,17
700970012,Panda Pop,251.547,0.0,41214,4.5,5.5.101,Games,40,1
701112447,Mindfulness Daily,96.960,1.99,1245,5.0,1.072,Health & Fitness,38,1
701598884,Magic Tower Touch,14.855,0.99,91,4.5,1.0.3,Games,43,2
702810576,Slam Dunk Basketball 2 - Play & Do Good,235.590,0.0,2963,4.5,1.3.4,Games,40,1
702871560,100 PICS Coloring - free color in book game app,256.823,0.0,1929,5.0,1.96,Games,37,1
703177890,Ever - Capture Your Memories,128.701,0.0,12755,4.5,1.56.0,Productivity,37,16
705211891,Royal Revolt 2 – Defend Your Castle,139.783,0.0,25152,4.5,3.2.0,Games,38,17
706099830,My Boo - Virtual Pet with Mini Games for Kids,100.272,0.0,55783,4.5,2.6.1,Games,38,5
707189889,Starfall FREE,89.895,0.0,1019,3.5,1.26.010,Education,43,1
708142626,Jet Car Stunts 2,49.081,0.0,1862,3.5,1.0.24,Games,40,1
708196645,Oceanhorn ™,408.998,7.99,4336,4.5,3.0.1,Games,37,11
708379313,Bose SoundTouch,51.683,0.0,3687,4.0,14.80.6,Music,37,1
708388097,Dreii,135.975,3.99,148,4.0,2.0.0,Games,38,1
708600202,WordBrain,105.472,0.0,391401,4.5,1.21.1,Games,38,1
709003148,GANMA! - 漫画が制限ナシで読み放題のマンガアプリ,69.803,0.0,31,4.5,2.5.2,Book,37,1
710380093,QQ International,98.451,0.0,274,2.0,4.8.4,Social Networking,38,8
710535379,"DraftKings - Daily Fantasy Golf, Baseball, & More",138.111,0.0,20251,4.5,3.9.0,Sports,37,18
711074743,FOX Sports GO,95.028,0.0,13898,3.0,3.5.0,Sports,37,1
711455226,Forge of Empires,132.094,0.0,15617,4.5,1.102.1,Games,38,20
711923939,Square Cash - Send Money for Free,85.869,0.0,23775,4.5,2.16,Finance,37,1
714086913,Cops N Robbers (Jail Break) - Survival Mini Game,257.046,0.0,6013,4.0,1.5.1,Games,40,1
714180827,Star Chart Infinite,133.658,4.99,257,4.5,1.29,Education,38,8
714463714,"Foundations Memory Work Tutorials, Cycle 2",349.694,15.99,88,3.5,1.40,Education,37,1
714796093,Cooking Fever,101.860,0.0,107797,4.5,2.3.1,Games,38,14
715441573,PICTLOGICA FINAL FANTASY,340.688,0.0,154,3.5,1.8.3,Games,36,1
715822238,Papa's Freezeria HD,55.680,2.99,2535,4.5,1.1.3,Games,24,1
716262008,SafeTrek - Personal Safety,28.912,0.0,2227,4.5,2.2.4,Lifestyle,11,1
716697016,Driving test 2017,73.987,0.0,5,3.5,4.8,Education,37,4
716932895,Force Saber of Light,57.393,0.0,5424,4.5,2.5.3,Entertainment,37,1
717545062,ZaZa Remote-Universal Remote Control,73.973,0.0,83,3.0,3.3.0,Utilities,37,21
717555969,Jam League,138.170,0.0,4361,4.5,1.3.4,Games,37,1
717628209,一骑当千OL-万人国战（Legend Of Warrior）,371.461,0.0,151,4.5,2.4.0,Games,40,1
718043190,Fantastical 2 for iPhone - Calendar and Reminders,42.959,4.99,5405,4.5,2.8.4,Productivity,37,6
718082838,Toca Mini,508.314,2.99,536,4.0,1.0.3,Education,40,18
718153412,Swamp Attack,118.046,0.0,16968,4.5,2.1.5,Games,40,12
718421443,QuizUp™,132.574,0.0,72989,4.5,3.2.7,Games,37,5
719219382,Epic! - Unlimited Books for Kids,158.324,0.0,6676,4.5,3.01,Education,37,7
719320397,Dominos Pro,51.595,1.99,1072,4.5,2.5,Games,43,1
719401490,FINAL FANTASY VI,665.828,14.99,2998,4.5,2.0.4,Games,38,12
719829352,FireChat,14.325,0.0,1037,3.0,8.0.12,Social Networking,37,13
719858778,minimo（ミニモ）/サロン予約,22.609,0.0,0,0.0,6.2.5,Catalogs,37,1
719972451,DoorDash - Food Delivery,95.896,0.0,25947,4.5,3.0.18,Food & Drink,37,1
720068876,Touchgrind Skate 2,160.258,4.99,2816,4.5,1.5,Games,37,9
720111744,ダイエット女子が痩せた魔法のアプリ-食事・運動・美容＠DIET,16.544,0.0,0,0.0,1.14,Health & Fitness,40,1
720208070,Block Fortress: War,430.430,1.99,1889,4.5,1.2.4,Games,43,1
720656825,Broken Sword 5 - the Serpent's Curse,1853.796,6.99,199,4.0,1.14,Games,38,1
720725216,Blocky Roads,49.447,0.99,3282,4.5,1.2.3,Games,37,26
720825227,Optical Inquisitor 17+,52.270,0.99,12099,5.0,1.5,Games,43,16
721512660,comico/人気オリジナル漫画が毎日更新！/コミコ,70.520,0.0,62,4.5,4.4.1,Book,37,2
721623681,G1牧場ステークス,181.104,4.99,0,0.0,2.02,Games,38,1
721639879,Trial Xtreme 4,893.022,0.0,3403,4.0,1.97,Games,40,1
721911537,The Occupant,76.832,0.99,155,4.5,1.1,Games,39,1
722217471,Hidden City®: Mystery of Shadows,98.684,0.0,37304,4.5,1.13.1301,Games,37,11
723134859,"Ebates: Cash Back, Coupons & Rebate Shopping App",103.072,0.0,12617,5.0,4.15.0,Shopping,37,5
723322796,FizzUp – Online Fitness Trainer,118.375,0.0,5,5.0,1.21.2,Health & Fitness,38,2
723795263,Trivia Crack (No Ads),235.925,2.99,77370,4.5,2.40,Games,37,26
724295527,Pitu,97.390,0.0,968,5.0,4.9.2,Photo & Video,38,5
724786142,"Funny Veggies! Educational games for children and babies: logic, counting, colors, sums. Development for preschoolers, activities for kids (2, 3, 4, 5 year: baby, boy and girl)!",104.199,3.99,6,3.5,1.3,Education,43,21
724816878,Lep's World 3,81.210,0.0,11341,4.5,1.8.9,Games,37,19
725097967,"Flipp - Weekly Ads, Shopping List, and Coupons",88.101,0.0,6677,4.5,6.0.3,Shopping,37,2
725208930,WEAR - Fashion Lookbook,93.739,0.0,66,4.0,4.11.0,Shopping,37,4
725222008,"Police Lights 3 - Fire Truck, Police and Paramedic Sirens",36.027,0.99,12,2.5,1.1.4,Entertainment,38,5
725222149,Battle Supremacy,1029.492,4.99,3124,4.0,1.3.0,Games,38,10
725440538,Christmas Countdown 2017,52.923,0.0,334,4.5,6.1,Entertainment,37,1
726115780,それゆけ！ヤンキッキー,53.929,0.0,0,0.0,3.1,Games,37,2
726147252,Sunday Lawn Seasons,14.552,0.99,1420,4.5,1.04.1,Games,40,1
726895069,FACIE,33.573,0.0,514,3.5,3.4,Photo & Video,37,14
727109676,TCS NYC Marathon,28.525,0.0,43,3.5,4.2,Sports,37,1
727296976,Cookie Jam,141.533,0.0,52831,4.5,6.50.110,Games,38,16
727420266,LEGO® Star Wars™:  The Complete Saga,825.464,0.0,19340,4.0,1.9.15,Games,40,1
727466621,THE KING OF FIGHTERS '97,102.016,2.99,681,4.5,1.1,Games,43,2
728293409,Monument Valley,642.055,3.99,24909,4.5,2.4.60,Games,38,1
729686081,Pan Book 2: Chasing the Keeper,755.808,5.99,394,4.5,3.3.1,Book,37,1
730091131,Green Screen by Do Ink,26.734,2.99,257,3.5,2.3.4,Education,37,1
730148796,Hue Halloween for Philips Hue,82.909,1.99,54,3.5,1.8,Entertainment,37,1
730712409,ProCam 4 - Manual Camera + RAW,42.976,4.99,5150,4.5,8.9,Photo & Video,37,13
730873197,Toca Hair Salon Me,126.064,2.99,895,4.0,1.0.3,Entertainment,40,18
730878935,Christmas Dentist Doctor Kid Games (Girls & Boys),36.289,0.0,6917,4.5,1.6,Games,40,1
730919094,Double Dragon Trilogy,127.274,2.99,427,4.0,1.2,Games,39,2
731041554,Sago Mini Ocean Swimmer,180.607,2.99,690,4.5,1.5,Education,38,1
731592936,Disney Magic Kingdoms,446.566,0.0,17213,4.0,2.1.1,Games,37,15
731629156,XFINITY Stream,129.918,0.0,14198,3.0,4.2.1,Entertainment,37,2
731645633,Hitman GO,1047.175,4.99,8673,4.5,1.12.9,Games,40,10
732908963,Disney Applause,13.474,0.0,1654,2.0,1.8,Entertainment,37,1
733144873,秀色秀场-网红直播 聊天交友,84.472,0.0,6,2.5,8.0.8,Social Networking,37,2
733989611,Timeline Builder: Create Custom Timelines,16.119,1.99,21,2.5,2.1.1,Education,24,1
734256893,SHOWROOM - video live streaming,108.298,0.0,20,5.0,4.4.5,Entertainment,37,4
735127946,GhostCallDX,76.478,0.0,0,0.0,1.0.23,Education,37,2
735128536,God of Light,305.864,1.99,3542,4.5,1.2,Games,37,10
735434007,Super Why! Phonics Fair,112.020,3.99,72,3.0,2.3,Education,40,1
735752897,Beat the Boss 3 (17+),328.125,0.99,507,4.5,2.0.0,Games,40,15
735945527,Cut the Rope: Time Travel Free,116.930,0.0,4327,4.0,1.1.0,Games,38,1
736179781,Xbox,106.600,0.0,72187,4.5,1705.522.332,Entertainment,37,18
736579117,Raildale - Railroad & Railway Building Game,16.092,2.99,61,4.0,1.5.8,Games,40,10
736683061,A Dark Room,25.520,0.99,29540,4.5,2.33,Games,38,1
736741821,Arise: Beat Procrastination & dominate todo lists!,7.487,2.99,52,4.0,3.1,Productivity,37,1
737006024,LEGO® Marvel Super Heroes: Universe in Peril,1206.625,4.99,1784,4.0,1.4,Games,38,1
737310995,美团外卖-甜点生鲜等零食配送，鲜花蛋糕准时必达,69.503,0.0,225,4.5,5.6.0,Food & Drink,37,4
738201550,"FandangoNOW - Movies + TV - anytime, anywhere",104.722,0.0,787,2.0,2.2.5,Entertainment,37,1
738717933,Farming Simulator 14,127.047,0.0,3615,4.0,1.3.2,Games,43,6
738897668,VivaVideo - Best Video Editor & Photo Movie Maker,129.911,0.0,10618,4.5,5.8.2,Photo & Video,37,19
739234325,Ski Safari: Adventure Time - Stunt Skiing Endless Runner with Finn and BMO,301.035,0.99,3699,4.5,1.5.5,Games,43,11
739787904,美男美女診断,13.646,0.0,0,0.0,2.0.3,Entertainment,37,1
739836039,Literacy Leveler,2.342,4.99,196,3.5,2.0.1,Education,37,1
740602894,Detective Grimoire,160.434,1.99,439,4.5,1.0.2,Games,43,1
741224931,Dr. Panda Bus Driver,165.808,2.99,536,4.5,1.3,Education,40,19
741224942,Dr. Panda Home,298.066,2.99,691,4.5,1.6,Education,40,18
741292507,Red－shop the world,61.296,0.0,768,4.5,4.21,Shopping,37,3
741293420,PDF Pro 2 - The ultimate PDF app,34.510,4.99,149,4.0,2.2.7,Business,37,12
741597322,我的密码-极简账号备忘录，安全记录管家,3.725,1.99,2,5.0,2.3,Productivity,37,2
742625884,Blek,113.376,2.99,20144,4.5,1.7,Games,37,1
743974925,"PDF Expert 6: Read, annotate & edit PDF documents",117.875,9.99,15248,4.5,6.0.3,Productivity,37,9
744189889,bergfex/Ski PRO,32.259,2.99,9,4.0,2.4.2,Weather,37,18
744769918,MONSTER HUNTER FREEDOM UNITE for iOS,1162.828,14.99,2170,4.5,1.00.11,Games,36,5
744851208,Pocket Stables,181.141,4.99,160,4.5,2.02,Games,38,4
744882019,GraphNCalc83,13.585,6.99,311,4.5,1.6,Education,40,1
745729888,Team Umizoomi: Math Racer HD,371.043,4.99,169,3.5,1.2,Education,26,1
746894884,Google Play Movies & TV,61.872,0.0,1195,3.0,2.10.0106,Entertainment,37,39
747779910,MixChannel,104.787,0.0,6,4.0,5.0.5,Photo & Video,37,29
748048441,Alpha Omega,171.909,0.0,2892,4.5,3.1.1,Games,37,1
748057890,Toca Lab: Elements,170.971,2.99,1689,4.0,1.1.0,Entertainment,37,18
749046891,Wallpapers for Me - Themes & Background Images,76.309,0.0,16925,4.5,4.4,Entertainment,37,13
749057895,Pimp Your Screen - Custom Themes & Wallpapers,77.584,1.99,6424,4.5,4.2,Lifestyle,37,13
749078962,"Weather Live - Weather Forecast, Radar and Alerts",54.874,4.99,28497,4.5,5.4,Weather,38,20
749083919,Weather Live Free - Weather Forecast & Alerts,96.821,0.0,35702,4.5,5.3,Weather,38,16
749094885,Emoji Keyboard for Me - Free Emoji Keyboard Themes,145.026,0.0,4162,4.5,6.4,Utilities,38,12
749094938,Emoji Keyboard for Me - Keyboard Themes & Emojis,140.550,2.99,2167,4.0,6.4,Utilities,38,12
749109884,Pimp Your Sound,56.349,1.99,425,4.0,2.6,Music,38,12
749113886,Calculator Pro for iPad - Scientific Calculator,64.891,2.99,6645,4.5,4.8,Utilities,24,14
749118884,Calculator Pro for iPad Free - Smart Calculator,84.969,0.0,47803,4.5,4.9,Utilities,24,14
749124884,Alarm Clock for Me - Best Wake Up Music & Clock,114.441,0.0,4959,4.0,2.17,Utilities,37,12
749125114,Alarm Clock for Me - Sleep Timer & Event Countdown,70.774,3.99,1635,4.0,3.1,Utilities,37,12
749132901,"Notepad+: Take Notes, Annotate and Write on PDF",60.518,14.99,6288,4.5,3.9,Productivity,24,12
749133301,NOAA Radar Pro – Weather Alerts & Forecast,78.932,3.99,28032,4.5,3.16,Weather,37,12
749133753,NOAA Weather Radar - Weather Forecast & HD Radar,103.161,0.0,45696,4.5,3.17,Weather,37,12
749969909,Serato Remote Mini,4.391,4.99,50,3.0,1.0.1,Music,40,1
753237901,スタバで呪文,41.288,0.0,0,0.0,2.8,Food & Drink,37,1
754105884,NightCap Camera,6.275,1.99,128,4.0,9.0,Photo & Video,37,12
755018884,新概念英语2015最新版-英美全四册,453.566,0.99,6,5.0,2.0,Education,38,1
756869261,InstaVideo Pro - Add background music to videos,4.050,1.99,51,2.0,2.2.2,Utilities,38,1
757228497,Skateboard Party 2,1234.161,1.99,187,4.5,1.12,Games,38,11
757843896,Cursive Writing Wizard - Kids Learn to Write Letters & Words,50.027,4.99,121,5.0,3.0.2,Education,37,2
758453889,AJ Jump: Animal Jam Kangaroos!,152.771,1.99,834,4.5,1.6,Games,40,1
760018895,Calculator HD - the missing calculator on your iPad,2.863,1.99,42,4.5,3.0,Utilities,24,30
760295036,Weaphones: Firearms Simulator Volume 2,33.570,2.99,481,4.5,1.3.0,Games,43,16
760645916,Skyline Skaters,148.168,0.0,11785,4.5,2.16.1,Games,38,30
761363261,Pakka Pets Village - Build a Cute Virtual Pet Town,195.517,0.0,11933,4.5,2.0.11,Games,37,1
761980429,戦国乙女〜剣戟に舞う白き剣聖〜,1341.043,14.99,0,0.0,1.0.4,Games,43,2
762124422,スナイパイ72,777.910,0.99,0,0.0,1.0.1,Games,43,1
762630884,"Blokus™ – Attack, Block & Defend!",103.632,1.99,423,3.5,1.2.0,Games,37,31
763225933,MetaMoJi Note Lite,101.521,0.0,93,4.0,3.9.3,Productivity,38,13
763692274,Grand Theft Auto: San Andreas,1964.966,6.99,32533,4.0,2.0,Games,37,7
764925064,Waterlogue,53.100,3.99,1827,4.5,1.3.1,Photo & Video,37,8
765224318,7 Minute Workout Challenge HD for iPad,110.875,2.99,258,4.5,1.4,Health & Fitness,24,17
765256153,Hard Time VIP (Prison Sim),45.687,4.99,276,4.0,1.36,Games,40,16
766354752,AngerForce - Strikers,292.863,3.99,22,3.5,1.36,Games,40,4
766396167,Power Ping Pong,708.442,4.99,69,3.5,1.2.1,Games,37,2
766695512,懂球帝 - 足球迷必备神器,74.105,0.0,439,4.5,5.6,Sports,38,8
766894692,Disney Movies Anywhere: Watch Your Disney Movies!,77.269,0.0,15900,3.5,1.7.8,Entertainment,37,1
767268733,"FXNOW - Full Episodes, Movies, and Stream Live TV",68.216,0.0,9496,3.0,1.11,Entertainment,37,1
767319014,Angry Birds Epic RPG,554.594,0.0,84680,4.5,2.1.2,Games,37,11
767473889,Criminal Case,125.807,0.0,63291,4.5,1.16,Games,37,12
767546279,Spider: Rite of the Shrouded Moon,866.081,4.99,155,4.5,1.1.1,Games,38,1
768160271,航旅纵横PRO-官方航班动态、手机值机、机票,69.104,0.99,197,4.5,2.2.7,Travel,38,2
768237041,TV App,0.918,0.99,195,4.5,2.1,Lifestyle,43,1
768469908,YouCam Perfect - Photo & Selfie Editor,125.537,0.0,4293,4.5,5.20.1,Photo & Video,37,16
768591497,MiP App,91.743,0.0,4350,4.5,1.2.2,Entertainment,35,1
768592885,宜搜小说-亿万网友共享高品质阅读离线追更,40.174,0.0,201,4.5,2.17.0,Book,38,2
768592901,Hide N Seek : Mini Multiplayer Game,176.448,0.0,10358,4.0,4.6,Games,38,1
768620766,合戦!!にんじゃ村,177.469,4.99,0,0.0,2.00,Games,38,1
769175514,Stick & MojiMe New,61.848,0.99,10,1.5,2.7.1,Lifestyle,37,1
769737983,Bowling King,166.416,0.0,60271,4.5,1.40.23,Games,38,1
770177884,Microtrip,31.059,0.0,1551,4.5,1.5.1,Games,38,1
770903376,Pointless Quiz,76.735,1.99,32,4.5,2.4,Games,38,1
771269254,LEGO® Star Wars™:  Microfighters,237.168,0.99,139,3.5,1.51,Games,40,1
771433054,Date & Time Photo Stamp,0.590,0.99,21,2.5,1.0,Photo & Video,38,1
771989093,LEGO® Friends,730.941,4.99,400,4.0,1.2.67152,Games,38,1
772561884,News Pro - Breitbart Edition,2.560,0.99,244,3.5,1.0.10,News,37,1
773126820,Ducky Fuzz,58.699,0.99,1,5.0,1.03,Games,43,1
774620933,FilmStory - For All Your Video Editing Needs,77.051,0.0,66,4.0,2.5,Photo & Video,37,5
774875399,Kahuna,58.051,0.99,59,4.0,1.1,Games,40,3
775201158,MiFlight™ – Airport security line wait times at checkpoints for domestic and international travelers,39.002,0.0,493,4.5,1.966,Travel,40,1
775402833,WWE SuperCard,377.238,0.0,13842,4.5,1.7.248694,Games,37,9
775737172,iA Writer,26.786,3.99,541,4.0,4.0.5,Productivity,37,3
775873865,Beast Poker,103.777,0.0,0,0.0,5.6.15,Games,40,28
775888026,Shadowmatic,300.308,3.99,6136,4.5,1.9.5,Games,40,13
776132132,Dungeon Boss,161.798,0.0,20980,4.5,0.5.7961,Games,38,5
776865453,Motorsport Manager,681.324,1.99,2394,4.5,1.1.5,Games,38,6
777111034,ChineseSkill -Learn Mandarin Chinese Language Free,166.508,0.0,6077,5.0,4.1.1,Education,37,8
777310222,"GoodReader - PDF Reader, Annotator and File Manager",61.354,4.99,4756,4.5,4.12.1,Productivity,40,1
777512000,miCal - the missing calendar with reminders,30.663,1.99,245,4.0,7.8,Productivity,38,8
777630969,FilmStory Pro - For All Your Video Editing Needs,77.051,3.99,0,0.0,2.5,Photo & Video,37,5
778378115,Naughty Kitties,211.343,0.0,4162,4.5,1.2.17,Games,40,1
778437357,FlixBus - bus travel in Europe,27.791,0.0,92,4.5,3.8.1,Travel,37,18
778658393,GoodNotes 4 - Notes & PDF,186.178,7.99,7004,4.5,4.11.10,Productivity,37,11
778679533,Isabelle Dance Studio,537.789,0.99,178,3.0,1.0.2,Games,40,1
779157948,Threes!,89.451,2.99,18494,4.5,1.3.5,Games,40,1
779561331,The Amazing Spider-Man 2,1385.418,6.99,8843,4.0,1.2.0,Games,38,16
780214292,Santa was in my House! Catch Santa Camera,11.375,0.99,2,1.0,1.0,Games,43,1
780458840,Fonta,21.438,0.99,217,4.0,1.2.0,Photo & Video,38,30
780467456,Effects Studio,65.966,1.99,64,4.0,4.3.7,Photo & Video,37,11
783214985,"Quick Fit - 7 Minute Workout, Abs, and Yoga",179.255,0.0,407,4.5,2.8,Health & Fitness,37,30
783636913,First Strike 1.3,142.168,3.99,1016,4.0,1.3.1.1,Games,38,1
783753727,R.B.I. Baseball 14,800.203,4.99,4459,3.0,1.0.5,Games,40,1
783960953,Shadow Blade,578.543,1.99,503,4.5,1.5.2,Games,43,1
784279176,Beautiful Japanese Handwriting,35.337,0.0,0,0.0,3.0.6,Education,24,1
784797900,J&J Official 7 Minute Workout,231.253,0.0,4861,5.0,2.6.3,Health & Fitness,37,31
785267899,赤ペン 提出カメラ,21.661,0.0,0,0.0,3.2,Education,36,1
785537179,Heart of Vegas Slots – Casino Slot Machine Games,91.637,0.0,19355,4.5,2.22.0,Games,38,1
785638228,Mixgram - Picture Collage Maker - Pic Photo Editor,86.039,0.0,54282,4.5,4.2.2,Photo & Video,37,16
785725887,"Yoshirt - Design Your Own Custom Tshirt, Tote Bag, Socks and More",46.989,0.0,1849,4.0,3.3.3,Lifestyle,37,8
785904635,Farming USA,88.105,1.99,987,4.5,1.7,Games,38,1
787130974,咪咕视频-电视剧综艺直播,41.568,0.0,0,0.0,4.0.0,Lifestyle,38,3
787141016,Patrick Kane's MVP Hockey,154.499,3.99,849,4.5,1.4.0,Games,38,1
787786130,宜人贷借款,61.206,0.0,12,4.5,4.4.0,Finance,38,1
789356890,AG Drive,516.288,3.99,1218,4.0,1.8.2,Games,37,1
789605324,Beautiful Japanese Handwriting for iPhone,21.989,0.0,0,0.0,3.0.5,Education,37,1
789870026,Jodel,54.031,0.0,1193,4.5,3.58,Social Networking,37,14
790203750,Block Сity Wars: game and skin export to minecraft,756.615,0.0,13097,4.5,6.4.5,Games,38,1
791077159,KORG Gadget,876.386,39.99,1297,4.5,3.0.1,Music,37,5
791134629,"Warhammer 40,000: Deathwatch - Tyranid Invasion",1598.742,1.99,2917,4.5,1.3,Games,37,1
791211390,Jurassic World™: The Game,459.884,0.0,149138,4.5,1.13.14,Games,37,10
791341471,Card Wars - Adventure Time Card Game,1198.069,3.99,13245,3.5,1.11.0,Games,40,6
791532221,开心消消乐®,129.771,0.0,40,4.0,1.1.34,Games,40,3
792595594,"Logos Quiz -Guess the most famous brands, new fun!",69.206,0.0,58640,5.0,2.0,Games,38,1
792694774,UK Snow Radar,22.001,1.99,0,0.0,1.5,Weather,37,1
793096595,VPN SecureLine - privacy & security by Avast,75.700,0.0,1534,4.0,4.1.1,Utilities,37,26
793157344,feather for Twitter,63.313,2.99,22,4.5,3.7.0,Social Networking,37,3
793772904,Smart Channel -New Style of News Reader-,25.483,0.0,0,0.0,2.4,News,38,1
794156760,ゆるドラシル -本格派神話RPG-,87.012,0.0,14,4.5,01.44.02,Games,37,1
794278407,QRコードリーダー for iPhone - 無料で使えるQRコード読み取り用アプリ,0.867,0.0,1,5.0,1.0.2,Productivity,38,2
794507331,Crazy Taxi™ City Rush,226.283,0.0,22877,4.5,1.7.1,Games,38,8
794524208,Disco Zoo,111.517,0.0,24999,4.5,1.4.2,Games,37,1
794729836,Staccal 2 - Calendars and Reminder,50.103,0.99,14,3.5,2.7.2,Productivity,37,2
794730213,Slice Fractions,200.155,3.99,834,4.5,1.04.00,Education,38,15
794859457,Mimitos Virtual cat with minigames,56.982,0.0,8899,4.5,2.10,Games,38,3
794884903,Jumpy Horse Show Jumping,1070.067,2.99,746,4.0,1.9,Games,37,1
794960248,Tengami,247.946,3.99,703,4.0,1.4.1,Games,37,14
795739546,Drillbook Next Reader,7.399,2.99,7,3.5,1.09,Music,37,1
796149420,Carp Fishing Simulator,428.575,4.99,39,4.0,2.0.0,Games,37,1
796333129,Dr. Panda's Restaurant 2,149.898,2.99,3821,4.5,1.2,Education,40,1
